delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,Fixation.started,Fixation.stopped,Polygon.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,display_text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.4,400,exp,85,5,8,space,0.4024729170050705,None,"
70",1,[8.645175708006718],[8.64517900001374],8,5,85,7,881.012749417001,,881.0045205419883,881.012749417001,883.0049993339926,883.9978532089881,884.997747166999,885.407944666993,space,0.4024729170050705,None,885.408746999994,0.4054887499951292,0.7055580419983016,886.1186559170019,886.121032916999,886.1418997089932,886.1418997089932,886.1418997089932,894.7874092499987,"
70",1,[8.645175708006718],[8.64517900001374],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,86,6,8,space,0.7895399579865625,None,"
25",1,[3.2625061250000726],[3.262509708001744],8,6,86,5,894.7962135419948,,894.7875882090011,894.7962135419948,896.7871551249991,897.7806974999985,898.7799070839974,899.5725169590005,space,0.7895399579865625,None,899.573048249993,0.7075866249942919,1.0074484159995336,900.5853997499944,900.5876794590004,900.6084092919918,900.6084092919918,900.6084092919918,903.871271208991,"
25",1,[3.2625061250000726],[3.262509708001744],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,87,7,8,space,1.090106542003923,None,"
67",1,[4.520557875002851],[4.520561708995956],8,7,87,8,903.8793182090012,,903.8714007919916,903.8793182090012,905.870451041992,906.8666586249892,907.8730112089979,908.9696402499976,space,1.090106542003923,None,908.9710233340011,0.701467250008136,1.00092725000286,909.9754796249908,909.9777329999924,909.9995524999977,909.9995524999977,909.9995524999977,914.5204634999973,"
67",1,[4.520557875002851],[4.520561708995956],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,88,8,8,space,0.029869334000977688,None,"
45",1,[3.8104588329879334],[3.810462124994956],8,8,88,1,914.5296492920024,,914.5205963339977,914.5296492920024,916.5203105419932,917.5166366670019,918.5233512919949,918.5578243749915,space,0.029869334000977688,None,918.5589087499975,0.40544529099133797,0.7065076250000857,919.2685099169903,919.2709782089951,919.2933799169987,919.2933799169987,919.2933799169987,923.1041560000012,"
45",1,[3.8104588329879334],[3.810462124994956],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,89,9,8,space,0.09195366599305999,None,"
300",1,[11.738018000003649],[11.738020917007816],8,9,89,4,923.1126588339976,,923.1042855839914,923.1126588339976,925.1041518749989,926.0994536669896,927.0976294169959,927.1997107499919,space,0.09195366599305999,None,927.2009907920001,0.4050385419977829,0.7044717499957187,927.909143041994,927.9114265839889,927.9324475839967,927.9324475839967,927.9324475839967,939.6707592919993,"
300",1,[11.738018000003649],[11.738020917007816],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,1000,unexp,90,0,9,space,0.7057617920072516,None,"
700",1,[2.9781434169999557],[2.978146374996868],9,0,90,2,939.679204,,939.6708802499925,939.679204,941.6711033339961,942.6808339589916,943.6628399170004,944.3761947500025,space,0.7057617920072516,None,944.3775562090013,0.7036648329958552,1.0032913329923758,945.3845609169948,945.3869217499887,945.4091818339948,945.4091818339948,945.4091818339948,948.3876679589885,"
700",1,[2.9781434169999557],[2.978146374996868],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,91,1,9,space,0.399398082998232,None,"
800",1,[5.404263999997056],[5.40426695800852],9,1,91,4,948.395676916989,,948.3877989999892,948.395676916989,950.3874373339931,951.3804709169926,952.3803400420002,952.7816565839894,space,0.399398082998232,None,952.7822879589949,0.4062628749961732,0.706431957994937,953.4933889999957,953.4959916669904,953.5162721669913,953.5162721669913,953.5162721669913,958.9208895420015,"
800",1,[5.404263999997056],[5.40426695800852],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,92,2,9,space,0.688830584011157,None,"
50",1,[3.526260500002536],[3.526263708001352],9,2,92,3,958.9290891249984,,958.9210177919886,958.9290891249984,960.9209406669979,961.9140459170012,962.9139294589986,963.6065279169998,space,0.688830584011157,None,963.6070914169977,0.10763116599991918,0.41463270799431484,964.021742375,964.0230128339899,964.0434160419973,964.0434160419973,964.0434160419973,967.5700079590024,"
50",1,[3.526260500002536],[3.526263708001352],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,400,exp,93,3,9,space,13.506945749992155,None,"
40",1,[2.5116073329991195],[2.511610333007411],9,3,93,7,967.5789649590006,,967.5701318339998,967.5789649590006,969.5708384589961,970.5647887919913,971.563506541992,985.072891459,space,13.506945749992155,None,985.0740671669919,0.4066178749926621,0.7066267920017708,985.7845789999992,985.7869931669993,985.8079787089955,985.8079787089955,985.8079787089955,988.3199287499883,"
40",1,[2.5116073329991195],[2.511610333007411],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,94,4,9,space,0.3830803750024643,None,"
200",1,[2.621222499990836],[2.621225333001348],9,4,94,8,988.3288083340012,,988.3200597919931,988.3288083340012,990.3209225419996,991.3167840419919,992.3125642090017,992.6977259169944,space,0.3830803750024643,None,992.698868291991,0.7060592919879127,1.00640833399666,993.7089488749916,993.7115443340008,993.7321383340022,993.7321383340022,993.7321383340022,996.3536459999887,"
200",1,[2.621222499990836],[2.621225333001348],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,95,5,9,space,0.0094939999980852,None,"
49",1,[2.505639458002406],[2.5056432080018567],9,5,95,6,996.3618934169936,,996.353772167,996.3618934169936,998.3529330839956,999.3637600840011,1000.346358750001,1000.3651594169933,space,0.0094939999980852,None,1000.3662395839929,0.10479216699604876,0.4067099999956554,1000.7749825419887,1000.7772140419984,1000.7977616669959,1000.7977616669959,1000.7977616669959,1003.3037465419911,"
49",1,[2.505639458002406],[2.5056432080018567],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,96,6,9,space,0.6333799580024788,None,"
23",1,[1.5891601250041276],[1.5891631250124192],9,6,96,9,1003.3124153749959,,1003.3038771249994,1003.3124153749959,1005.3047873339965,1006.2988727920019,1007.2960653749906,1007.9320097500022,space,0.6333799580024788,None,1007.93252841699,0.10401949999504723,0.4055942090053577,1008.3410193339951,1008.3427914170024,1008.3643463749904,1008.3643463749904,1008.3643463749904,1009.9538314169913,"
23",1,[1.5891601250041276],[1.5891631250124192],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,97,7,9,space,0.13628929200058337,None,"
49",1,[3.9934724170016125],[3.9934761250042357],9,7,97,0,1009.9620589169936,,1009.953953291988,1009.9620589169936,1011.9532555839978,1012.9518525839958,1013.963458083992,1014.1061225839949,space,0.13628929200058337,None,1014.1072340419923,0.10742154100444168,0.41373658301017713,1014.520591499997,1014.5221630000015,1014.5435005839972,1014.5435005839972,1014.5435005839972,1018.5373285419919,"
49",1,[3.9934724170016125],[3.9934761250042357],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,98,8,9,space,0.6416638749942649,None,"
65",1,[3.425866874997155],[3.42587012500735],9,8,98,5,1018.5452964589931,,1018.537466291993,1018.5452964589931,1020.5378402919887,1021.5332583749987,1022.530204041992,1023.1809488750005,space,0.6416638749942649,None,1023.18138941699,0.6992729580088053,0.9988818750134669,1024.1846768749965,1024.1869361249992,1024.2107142919995,1024.2107142919995,1024.2107142919995,1027.6369191249978,"
65",1,[3.425866874997155],[3.42587012500735],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,99,9,9,space,5.601858790992992,None,78,1,[5.829183415989974],[5.8291864579950925],9,9,99,1,1027.6451887500007,,1027.6370895,1027.6451887500007,1029.6379132089933,1030.6467651249986,1031.6291692499944,1037.2395751250006,space,5.601858790992992,None,1037.2400754589908,0.4062390420003794,0.706780250009615,1037.9513262089895,1037.953651208998,1037.974331624995,1037.974331624995,1037.974331624995,1043.8038457090006,78,1,[5.829183415989974],[5.8291864579950925],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,100,0,10,space,11.383801792006125,None,"
78",1,[2.754262832997483],[2.7542659579921747],10,0,100,4,1043.8118216250004,,1043.8039719590015,1043.8118216250004,1045.8035087919998,1046.7967584169965,1047.796846208992,1059.1832900839945,space,11.383801792006125,None,1059.184388624999,0.40345020800305065,0.7035899159964174,1059.8921491669898,1059.8948211249954,1059.915363209002,1059.915363209002,1059.915363209002,1062.6700163339992,"
78",1,[2.754262832997483],[2.7542659579921747],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,400,exp,101,1,10,space,0.3863722499954747,None,"
90",1,[5.645271417000913],[5.645274208000046],10,1,101,7,1062.678328916998,,1062.670145416996,1062.678328916998,1064.669239166993,1065.6799356669944,1066.6622991249897,1067.0562892089947,space,0.3863722499954747,None,1067.0567829999927,0.40583962498931214,0.7069483749946812,1067.7672192499886,1067.7696728750016,1067.7905607089924,1067.7905607089924,1067.7905607089924,1073.4362179169984,"
90",1,[5.645271417000913],[5.645274208000046],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,102,2,10,space,0.7758506250102073,None,"
57",1,[2.0557829170138575],[2.0557859590044245],10,2,102,9,1073.4451641249907,,1073.4363389589998,1073.4451641249907,1075.4374005419959,1076.431092874991,1077.4371771669976,1078.2150040419947,space,0.7758506250102073,None,1078.2154393749952,0.10389250000298489,0.4049739580077585,1078.6239269999933,1078.626151999997,1078.6472731669928,1078.6472731669928,1078.6472731669928,1080.7033811250003,"
57",1,[2.0557829170138575],[2.0557859590044245],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,103,3,10,space,55.28861679098918,None,"
56",1,[2.5575052079948364],[2.5575085419986863],10,3,103,0,1080.711704166999,,1080.7035019589966,1080.711704166999,1082.7025942920009,1083.713130624994,1084.696584499994,1139.9971274169948,space,55.28861679098918,None,1139.9975322499959,0.09908929200901184,0.3988273750001099,1140.4012958339881,1140.4034814589977,1140.4283249169966,1140.4283249169966,1140.4283249169966,1142.9861794169992,"
56",1,[2.5575052079948364],[2.5575085419986863],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,104,4,10,space,0.34431604099518154,None,"
69",1,[1.6022366670076735],[1.602239958010614],10,4,104,8,1142.9944378749933,,1142.9863034169975,1142.9944378749933,1144.986553750001,1145.9808007919928,1146.9796430839924,1147.3308601249882,space,0.34431604099518154,None,1147.3320911249903,0.7065386670001317,1.0057160839933204,1148.3417110839946,1148.3442012089945,1148.3666749589902,1148.3666749589902,1148.3666749589902,1149.969240874998,"
69",1,[1.6022366670076735],[1.602239958010614],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,105,5,10,space,0.5219539169920608,None,"
500",1,[1.9715004169993335],[1.971504917004495],10,5,105,1,1149.9777147919958,,1149.969360749994,1149.9777147919958,1151.9688884589996,1152.9628258750017,1153.9672499169974,1154.4962157499976,space,0.5219539169920608,None,1154.4967194170022,0.405854583994369,0.7071317920053843,1155.2070664170024,1155.2090872499975,1155.2307672089955,1155.2307672089955,1155.2307672089955,1157.2026064999955,"
500",1,[1.9715004169993335],[1.971504917004495],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,106,6,10,space,0.08439904199622106,None,"
45 ",1,[1.950598000010359],[1.9506010830082232],10,6,106,6,1157.2110895840015,,1157.2027287919918,1157.2110895840015,1159.2030719169998,1160.1968131249887,1161.1958772919897,1161.2877227499994,space,0.08439904199622106,None,1161.288101041995,0.10841354200965725,0.4146135830087587,1161.7030545419984,1161.7046199999895,1161.7349030839978,1161.7349030839978,1161.7349030839978,1163.6858430419961,"
45 ",1,[1.950598000010359],[1.9506010830082232],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,1000,unexp,107,7,10,space,0.240585709005245,None,"
23",1,[2.7790751249995083],[2.779078583000228],10,7,107,2,1163.694257458992,,1163.685967958998,1163.694257458992,1165.686338833999,1166.679250791989,1167.6790528339916,1167.9226031669969,space,0.240585709005245,None,1167.9233663339983,0.7056482920015696,1.0053354580013547,1168.9332540839969,1168.935690208993,1168.9563330419915,1168.9563330419915,1168.9563330419915,1171.7357504999964,"
23",1,[2.7790751249995083],[2.779078583000228],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,108,8,10,space,6.907827999995789,None,"
77",1,[1.3029592079983559],[1.302962417001254],10,8,108,3,1171.7441789589939,,1171.7358755000023,1171.7441789589939,1173.7361203749897,1174.7299057499913,1175.7277127919951,1182.6386489589931,space,6.907827999995789,None,1182.6396205839992,0.10727412499545608,0.40661499999987427,1183.0502828749886,1183.052240459001,1183.0826453339978,1183.0826453339978,1183.0826453339978,1184.3859530420013,"
77",1,[1.3029592079983559],[1.302962417001254],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,109,9,10,space,1.287288792009349,None,"
900",1,[2.4468912500014994],[2.446894125008839],10,9,109,5,1184.3939889999892,,1184.3860794999928,1184.3939889999892,1186.3848150419944,1187.3792276669992,1188.3789672499988,1189.6711817920004,space,1.287288792009349,None,1189.6720744170016,0.7066862920037238,1.0066984580043936,1190.682702334001,1190.684757583993,1190.7051787090022,1190.7051787090022,1190.7051787090022,1193.152395416997,"
900",1,[2.4468912500014994],[2.446894125008839],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,110,0,11,space,3.303998416988179,None,"
600",1,[2.7650235839973902],[2.7650265419943025],11,0,110,4,1193.1606201669929,,1193.1525187499938,1193.1606201669929,1195.151686333993,1196.1456732499937,1197.145708791999,1200.4644150419917,space,3.303998416988179,None,1200.4656042499992,0.40471354199689813,0.7047587920096703,1201.1743399589905,1201.17703833399,1201.2033429589937,1201.2033429589937,1201.2033429589937,1203.9686991670023,"
600",1,[2.7650235839973902],[2.7650265419943025],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,1000,unexp,111,1,11,space,0.7341027079964988,None,"
200",1,[4.069824042002438],[4.069836291993852],11,1,111,2,1203.9772378339985,,1203.9688532919972,1203.9772378339985,1205.968309208998,1206.9631177499978,1207.9610138749995,1208.697773833992,space,0.7341027079964988,None,1208.6991340419918,0.7056859580043238,1.0051152079977328,1209.7090404999908,1209.711294666995,1209.732059249989,1209.732059249989,1209.732059249989,1213.8022471669974,"
200",1,[4.069824042002438],[4.069836291993852],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,400,exp,112,2,11,space,8.621438083006069,None,"
1000",1,[3.4776460840075742],[3.477650042012101],11,2,112,7,1213.8107836249983,,1213.8023994589894,1213.8107836249983,1215.8025501669908,1216.7966806249897,1217.7952645839978,1226.4236029999884,space,8.621438083006069,None,1226.42503462499,0.4039231659990037,0.7043158750020666,1227.1331154169893,1227.135462374994,1227.1569912089908,1227.1569912089908,1227.1569912089908,1230.6349472089933,"
1000",1,[3.4776460840075742],[3.477650042012101],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,113,3,11,space,4.093617834005272,None,"
600",1,[1.3637919159955345],[1.3637952499993844],11,3,113,8,1230.643808875,,1230.6350729999976,1230.643808875,1232.6357478339924,1233.6300914169988,1234.6285740000021,1238.7306089589983,space,4.093617834005272,None,1238.7314808340016,0.7046909999917261,1.0056695829989621,1239.740345541999,1239.7424197090004,1239.7713559169933,1239.7713559169933,1239.7713559169933,1241.1354738340015,"
600",1,[1.3637919159955345],[1.3637952499993844],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,114,4,11,space,0.3797207919997163,None,"
34",1,[3.26192833299865],[3.2619315829942934],11,4,114,9,1241.1437053339905,,1241.1356024999986,1241.1437053339905,1243.1346296249976,1244.1452697919885,1245.1279960419924,1245.5124519169913,space,0.3797207919997163,None,1245.512970166994,0.09940779200405814,0.3996215000079246,1245.9171971670003,1245.9193476669898,1245.939761208996,1245.939761208996,1245.939761208996,1249.2020987919968,"
34",1,[3.26192833299865],[3.2619315829942934],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,115,5,11,space,1.425601374998223,None,"
78",1,[1.511697207999532],[1.5117002079932718],11,5,115,3,1249.2104277089966,,1249.20222258399,1249.2104277089966,1251.2031119169988,1252.196127749994,1253.1951276670006,1254.6277154589916,space,1.425601374998223,None,1254.6281420419982,0.10076154200942256,0.40143854200141504,1255.033252084002,1255.0352026670007,1255.0563973749959,1255.0563973749959,1255.0563973749959,1256.5684160419914,"
78",1,[1.511697207999532],[1.5117002079932718],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,116,6,11,space,0.14126291700813454,None,"
34",1,[1.538814707993879],[1.5388187499920605],11,6,116,5,1256.5771457090013,,1256.568551666991,1256.5771457090013,1258.5793037919939,1259.5646100000013,1260.5620023749943,1260.7137816249888,space,0.14126291700813454,None,1260.714896999998,0.7047499170002993,1.0051660839963006,1261.723925917002,1261.726209291999,1261.7462566670001,1261.7462566670001,1261.7462566670001,1263.2854253749974,"
34",1,[1.538814707993879],[1.5388187499920605],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,117,7,11,space,0.6601932919875253,None,"
74",1,[3.336560916999588],[3.3365636670059757],11,7,117,1,1263.2939188750024,,1263.2855530840025,1263.2939188750024,1265.2847085419926,1266.2809653339937,1267.2952482089895,1267.963996541992,space,0.6601932919875253,None,1267.9648232089967,0.4045296660042368,0.703972374991281,1268.6730687499949,1268.6756757089897,1268.6980290419888,1268.6980290419888,1268.6980290419888,1272.0348985839955,"
74",1,[3.336560916999588],[3.3365636670059757],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,118,8,11,space,0.22546045899798628,None,"
65",1,[7.364295916995616],[7.364299833003315],11,8,118,0,1272.043284667001,,1272.0350202499976,1272.043284667001,1274.0454796249978,1275.0304459170002,1276.028660541997,1276.2635299999965,space,0.22546045899798628,None,1276.264027583995,0.10492295799485873,0.4150480829994194,1276.6792772089975,1276.6808557499899,1276.7048084169946,1276.7048084169946,1276.7048084169946,1284.0696179590013,"
65",1,[7.364295916995616],[7.364299833003315],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,119,9,11,space,0.545943040997372,None,"
24",1,[14.92251474999648],[14.922517667000648],11,9,119,6,1284.0769932919939,,1284.0697455420013,1284.0769932919939,1286.067820583994,1287.0738648339902,1288.0611906669947,1288.612915916994,space,0.545943040997372,None,1288.613808583992,0.1053328749985667,0.40491245899465866,1289.0226834589994,1289.0247517919925,1289.0453560419992,1289.0453560419992,1289.0453560419992,1303.9682257919922,"
24",1,[14.92251474999648],[14.922517667000648],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,120,0,12,space,0.094430833007209,None,"
79",1,[1.0375320419989293],[1.0375351669936208],12,0,120,3,1303.9764877919952,,1303.9683565000014,1303.9764877919952,1305.968046916998,1306.9621927499975,1307.9617597499891,1308.0629483340017,space,0.094430833007209,None,1308.0633892089973,0.10548687500704546,0.4061219580034958,1308.4736474169913,1308.4759651669883,1308.4964605419955,1308.4964605419955,1308.4964605419955,1309.534315166995,"
79",1,[1.0375320419989293],[1.0375351669936208],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,121,1,12,space,0.3065390420088079,None,"
543",1,[0.7497185829997761],[0.749723000000813],12,1,121,1,1309.5430049999995,,1309.5344359169976,1309.5430049999995,1311.5347250839986,1312.5301876250014,1313.5269750000007,1313.8461194589909,space,0.3065390420088079,None,1313.847117708996,0.40799616600270383,0.7142567910050275,1314.5613437499997,1314.563626416988,1314.5847623750014,1314.5847623750014,1314.5847623750014,1315.3348074169917,"
543",1,[0.7497185829997761],[0.749723000000813],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,400,exp,122,2,12,space,0.44520270799694117,None,"
900",1,[1.6713565840036608],[1.6713596250046976],12,2,122,7,1315.3430684170016,,1315.334928708995,1315.3430684170016,1317.335674624992,1318.330309166995,1319.3272299169912,1319.7793859999947,space,0.44520270799694117,None,1319.7804834589915,0.4055975000082981,0.7056900830066297,1320.4901172919926,1320.4928646670014,1320.512914084,1320.512914084,1320.512914084,1322.1846027089923,"
900",1,[1.6713565840036608],[1.6713596250046976],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.4,1000,unexp,123,3,12,space,0.10278241698688362,None,"
400",1,[3.1208237090031616],[3.120827292004833],12,3,123,4,1322.1933525419881,,1322.1847560000024,1322.1933525419881,1324.1861551670008,1325.1946725419984,1326.1766980839893,1326.2852698339993,space,0.10278241698688362,None,1326.2860804169904,0.3997644159971969,0.699735916001373,1326.989955083991,1326.9921302500006,1327.0135264169949,1327.0135264169949,1327.0135264169949,1330.134660249998,"
400",1,[3.1208237090031616],[3.120827292004833],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,124,4,12,space,0.03277449999586679,None,"
100",1,[0.8875677499891026],[0.8875707919942215],12,4,124,5,1330.1430900419946,,1330.1348102089978,1330.1430900419946,1332.1352890839917,1333.12902149999,1334.1278096669994,1334.1633508749946,space,0.03277449999586679,None,1334.1638430839957,0.7047003750049043,1.0043583750084508,1335.1729243750015,1335.1754849999998,1335.1964332089992,1335.1964332089992,1335.1964332089992,1336.0842913749948,"
100",1,[0.8875677499891026],[0.8875707919942215],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,400,exp,125,5,12,space,0.4937039999931585,None,"
200",1,[2.821315459004836],[2.821318500005873],12,5,125,8,1336.0933383749943,,1336.0844157919928,1336.0933383749943,1338.085195749998,1339.094643666991,1340.094902249999,1340.5964952089998,space,0.4937039999931585,None,1340.5975852919946,0.7045420829963405,1.0044434999872465,1341.605796208998,1341.607939249996,1341.6295716250024,1341.6295716250024,1341.6295716250024,1344.451184999998,"
200",1,[2.821315459004836],[2.821318500005873],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,126,6,12,space,0.6778194589860504,None,"
400",1,[6.079689207996125],[6.079692250001244],12,6,126,9,1344.4595617919986,,1344.4513069589884,1344.4595617919986,1346.4514905419928,1347.4452564999956,1348.4431284999882,1349.1272282499995,space,0.6778194589860504,None,1349.127611459,0.10063891699246597,0.4007990419922862,1349.5342541249993,1349.5367607499938,1349.5543839999882,1349.5543839999882,1349.5543839999882,1355.6344044169964,"
400",1,[6.079689207996125],[6.079692250001244],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.7,1000,unexp,127,7,12,space,1.8713395410013618,None,"
25",1,[2.984942000010051],[2.984945542004425],12,7,127,2,1355.6427910839993,,1355.6345299169916,1355.6427910839993,1357.6349502090015,1358.6290754999936,1359.628097333989,1361.5128983749892,space,1.8713395410013618,None,1361.5138516250008,0.7058871659974102,1.0064336250070482,1362.5238467089948,1362.5265674169932,1362.548525374994,1362.548525374994,1362.548525374994,1365.5337834589882,"
25",1,[2.984942000010051],[2.984945542004425],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,1000,unexp,128,8,12,space,0.05944841699965764,None,"
600",1,[7.295459582994226],[7.295462541995221],12,8,128,0,1365.5427342920011,,1365.5339126670005,1365.5427342920011,1367.534977874995,1368.5444206669927,1369.526540958992,1369.5881363340013,space,0.05944841699965764,None,1369.589112208996,0.10590466699795797,0.40640129199891817,1369.9992987919977,1370.0016066249955,1370.0219304999919,1370.0219304999919,1370.0219304999919,1377.3177210419963,"
600",1,[7.295459582994226],[7.295462541995221],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
0.1,400,exp,129,9,12,space,0.09939412500534672,None,"
24",1,[2.8280704579956364],[2.828073291995679],12,9,129,6,1377.326099375001,,1377.3178521669906,1377.326099375001,1379.3174690000014,1380.310454541992,1381.3097611249977,1381.4123735839967,space,0.09939412500534672,None,1381.413476834001,0.10586837500159163,0.40752804100338835,1381.823358499998,1381.8250959589932,1381.8556349169958,1381.8556349169958,1381.8556349169958,1384.6840267499938,"
24",1,[2.8280704579956364],[2.828073291995679],1,001,2024-11-14_21h55.51.674,intentional_bonding,2024.2.4,118.51407009814152,2024-11-14 21h56.07.399409 +0530,
