thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,Trials.mouse.x,Trials.mouse.y,Trials.mouse.leftButton,Trials.mouse.midButton,Trials.mouse.rightButton,Trials.mouse.time,Trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
26,0,26,[-0.3854166666666667],[0.2222222222222222],[1],[0],[0],[1.0768285002559423],['Target'],26,0,26,0,46.47799779986963,,5,46.453785699792206,46.47799779986963,46.47799779986963,0.022255500312894583,47.479542799759656,47.53145169978961,[-0.3854166666666667],[0.2222222222222222],[1],[0],[0],[1.0768285002559423],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
27,0,27,[-0.42939814814814814],[0.3113425925925926],[1],[0],[0],[0.7089474997483194],['Target'],27,0,27,0,47.578076200094074,,5,47.556253999937326,47.578076200094074,47.578076200094074,0.024449999909847975,,48.26605430012569,[-0.42939814814814814],[0.3113425925925926],[1],[0],[0],[0.7089474997483194],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
28,0,28,[0.38657407407407407],[-0.010416666666666666],[1],[0],[0],[1.6282215998508036],['Target'],28,0,28,0,48.328051399905235,,10,48.302873000036925,48.328051399905235,48.328051399905235,0.036267099902033806,49.32954730000347,49.93196710012853,[0.38657407407407407],[-0.010416666666666666],[1],[0],[0],[1.6282215998508036],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
29,0,29,[-0.3923611111111111],[0.06365740740740741],[1],[0],[0],[1.126504599582404],['Target'],29,0,29,0,49.994493700098246,,10,49.97257879981771,49.994493700098246,49.994493700098246,0.04025469999760389,50.99628419987857,51.099846099969,[-0.3923611111111111],[0.06365740740740741],[1],[0],[0],[1.126504599582404],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
30,0,30,[0.13541666666666666],[-0.4664351851851852],[1],[0],[0],[1.5693346997722983],['Target'],30,0,30,0,51.14407149981707,,5,51.12712429976091,51.14407149981707,51.14407149981707,0.02695650001987815,52.14504850003868,52.697404199745506,[0.13541666666666666],[-0.4664351851851852],[1],[0],[0],[1.5693346997722983],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
31,0,31,[0.2673611111111111],[-0.17708333333333334],[1],[0],[0],[1.0739305997267365],['Target'],31,0,31,0,52.74323369981721,,5,52.72222949983552,52.74323369981721,52.74323369981721,0.024578699842095375,53.74473899975419,53.79711939999834,[0.2673611111111111],[-0.17708333333333334],[1],[0],[0],[1.0739305997267365],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
32,0,32,[-0.005787037037037037],[-0.11226851851851852],[1],[0],[0],[0.8601549998857081],['Target'],32,0,32,0,53.84310910012573,,5,53.81963729998097,53.84310910012573,53.84310910012573,0.022235100157558918,,54.680532100144774,[-0.005787037037037037],[-0.11226851851851852],[1],[0],[0],[0.8601549998857081],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
33,0,33,[0.10300925925925926],[-0.1261574074074074],[1],[0],[0],[0.9256237996742129],['Target'],33,0,33,0,54.743089499883354,,10,54.72035019984469,54.743089499883354,54.743089499883354,0.03954969998449087,,55.646985199768096,[0.10300925925925926],[-0.1261574074074074],[1],[0],[0],[0.9256237996742129],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
34,0,34,[0.10300925925925926],[-0.1261574074074074],[1],[0],[0],[0.5579665997065604],['Target'],34,0,34,0,55.7096540001221,,10,55.68795790011063,55.7096540001221,55.7096540001221,0.04058740008622408,,56.24678839975968,[0.10300925925925926],[-0.1261574074074074],[1],[0],[0],[0.5579665997065604],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
35,0,35,[0.21296296296296297],[-0.25],[1],[0],[0],[1.3746311999857426],['Target'],35,0,35,0,56.30985890002921,,10,56.28777729999274,56.30985890002921,56.30985890002921,0.040701199788600206,57.31123760016635,57.66322979982942,[0.21296296296296297],[-0.25],[1],[0],[0],[1.3746311999857426],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
36,0,36,[0.4409722222222222],[0.44328703703703703],[1],[0],[0],[2.099524499848485],['Target'],36,0,36,0,57.72590629989281,,10,57.696157299913466,57.72590629989281,57.72590629989281,0.032584700267761946,58.727304599713534,59.79646690003574,[0.4409722222222222],[0.44328703703703703],[1],[0],[0],[2.099524499848485],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
37,0,37,[-0.3113425925925926],[0.16319444444444445],[1],[0],[0],[1.25261709978804],['Target'],37,0,37,0,59.85884469980374,,10,59.843015499878675,59.85884469980374,59.85884469980374,0.04622030025348067,60.86068140016869,61.09642359986901,[-0.3113425925925926],[0.16319444444444445],[1],[0],[0],[1.25261709978804],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
38,0,38,[0.2326388888888889],[-0.37037037037037035],[1],[0],[0],[1.4149797996506095],['Target'],38,0,38,0,61.12579490011558,,5,61.11550740012899,61.12579490011558,61.12579490011558,0.018755400087684393,62.12744399998337,62.53126160008833,[0.2326388888888889],[-0.37037037037037035],[1],[0],[0],[1.4149797996506095],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
39,0,39,[0.3275462962962963],[-0.2662037037037037],[1],[0],[0],[1.1385587002150714],['Target'],39,0,39,0,62.5757657000795,,5,62.55817320011556,62.5757657000795,62.5757657000795,0.02665669983252883,63.5773442001082,63.6976502998732,[0.3275462962962963],[-0.2662037037037037],[1],[0],[0],[1.1385587002150714],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
40,0,40,[-0.3715277777777778],[0.1412037037037037],[1],[0],[0],[0.9015905000269413],['Target'],40,0,40,0,63.758888099808246,,10,63.74398049991578,63.758888099808246,63.758888099808246,0.046056299936026335,,64.64635659987107,[-0.3715277777777778],[0.1412037037037037],[1],[0],[0],[0.9015905000269413],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
41,0,41,[-0.45949074074074076],[0.05439814814814815],[1],[0],[0],[1.5327058001421392],['Target'],41,0,41,0,64.70912060001865,,10,64.67956579988822,64.70912060001865,64.70912060001865,0.032886600121855736,65.71068789996207,66.21304519986734,[-0.45949074074074076],[0.05439814814814815],[1],[0],[0],[1.5327058001421392],['Target'],4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
42,0,42,"[0.08101851851851852, 0.12962962962962962]","[-0.48032407407407407, 0.08564814814814815]","[1, 1]","[0, 0]","[0, 0]","[2.0492682000622153, 3.329696699976921]","[None, 'Target']",42,0,42,0,66.2754186000675,,10,66.24787069996819,66.2754186000675,66.2754186000675,0.03450250020250678,67.27718150010332,69.57823430001736,"[0.08101851851851852, 0.12962962962962962]","[-0.48032407407407407, 0.08564814814814815]","[1, 1]","[0, 0]","[0, 0]","[2.0492682000622153, 3.329696699976921]","[None, 'Target']",4,004,2024-10-10_21h38.56.109,Visual Search Task,2024.2.1post4,60.05785974917236,2024-10-10 21h39.22.216576 +0530,
